"","Model","Threshold","Population_below_threshold","Sensitivity.Sensitivity","Specificity.Specificity","PPV.Pos.Pred.Value","NPV.Neg.Pred.Value","Accuracy.Accuracy"
"383","glm",0.15,0,NA,NA,NA,NA,NA
"384","glm",0.2,0,NA,NA,NA,NA,NA
"385","glm",0.25,0,NA,NA,NA,NA,NA
"386","glm",0.3,0,NA,NA,NA,NA,NA
"387","glm",0.35,0.246913580246914,NA,NA,NA,NA,NA
"388","glm",0.4,0.493827160493827,NA,NA,NA,NA,NA
"389","glm",0.45,0.493827160493827,NA,NA,NA,NA,NA
"390","glm",0.5,0.740740740740741,NA,NA,NA,NA,NA
"391","glm",0.55,0.740740740740741,NA,NA,NA,NA,NA
"392","glm",0.6,0.987654320987654,NA,NA,NA,NA,NA
"393","glm",0.65,1.23456790123457,NA,NA,NA,NA,NA
"394","glm",0.7,1.48148148148148,NA,NA,NA,NA,NA
"395","glm",0.75,1.97530864197531,NA,NA,NA,NA,NA
"396","glm",0.8,2.22222222222222,NA,NA,NA,NA,NA
"397","glm",0.85,2.96296296296296,NA,NA,NA,NA,NA
"398","glm",0.9,3.45679012345679,NA,NA,NA,NA,NA
"399","glm",0.95,4.19753086419753,NA,NA,NA,NA,NA
"400","glm",0.05,0,NA,NA,NA,NA,NA
"401","glm",0.1,0,NA,NA,NA,NA,NA
"402","glm",0.15,0,NA,NA,NA,NA,NA
"403","glm",0.2,0,NA,NA,NA,NA,NA
"404","glm",0.25,0,NA,NA,NA,NA,NA
"405","glm",0.3,0,NA,NA,NA,NA,NA
"406","glm",0.35,0,NA,NA,NA,NA,NA
"407","glm",0.4,0,NA,NA,NA,NA,NA
"408","glm",0.45,0.740740740740741,NA,NA,NA,NA,NA
"409","glm",0.5,0.987654320987654,NA,NA,NA,NA,NA
"410","glm",0.55,1.97530864197531,NA,NA,NA,NA,NA
"411","glm",0.6,1.97530864197531,NA,NA,NA,NA,NA
"412","glm",0.65,2.22222222222222,NA,NA,NA,NA,NA
"413","glm",0.7,2.71604938271605,NA,NA,NA,NA,NA
