"","Model","Threshold","Population_below_threshold","Sensitivity.Sensitivity","Specificity.Specificity","PPV.Pos.Pred.Value","NPV.Neg.Pred.Value","Accuracy.Accuracy"
"461","glm",0.25,0,NA,NA,NA,NA,NA
"462","glm",0.3,0,NA,NA,NA,NA,NA
"463","glm",0.35,0.247524752475248,NA,NA,NA,NA,NA
"464","glm",0.4,0.247524752475248,NA,NA,NA,NA,NA
"465","glm",0.45,0.247524752475248,NA,NA,NA,NA,NA
"466","glm",0.5,0.247524752475248,NA,NA,NA,NA,NA
"467","glm",0.55,0.99009900990099,NA,NA,NA,NA,NA
"468","glm",0.6,1.23762376237624,NA,NA,NA,NA,NA
"469","glm",0.65,1.73267326732673,NA,NA,NA,NA,NA
"470","glm",0.7,2.47524752475248,NA,NA,NA,NA,NA
"471","glm",0.75,2.72277227722772,NA,NA,NA,NA,NA
"472","glm",0.8,3.21782178217822,NA,NA,NA,NA,NA
"473","glm",0.85,4.45544554455445,NA,NA,NA,NA,NA
"474","glm",0.9,4.95049504950495,NA,NA,NA,NA,NA
"475","glm",0.95,5.94059405940594,NA,NA,NA,NA,NA
"476","glm",0.05,0.246913580246914,NA,NA,NA,NA,NA
"477","glm",0.1,0.493827160493827,NA,NA,NA,NA,NA
"478","glm",0.15,0.493827160493827,NA,NA,NA,NA,NA
"479","glm",0.2,0.493827160493827,NA,NA,NA,NA,NA
"480","glm",0.25,0.493827160493827,NA,NA,NA,NA,NA
"481","glm",0.3,0.493827160493827,NA,NA,NA,NA,NA
"482","glm",0.35,0.740740740740741,NA,NA,NA,NA,NA
"483","glm",0.4,0.987654320987654,NA,NA,NA,NA,NA
"484","glm",0.45,1.23456790123457,NA,NA,NA,NA,NA
"485","glm",0.5,1.97530864197531,NA,NA,NA,NA,NA
"486","glm",0.55,1.97530864197531,NA,NA,NA,NA,NA
"487","glm",0.6,2.71604938271605,NA,NA,NA,NA,NA
"488","glm",0.65,2.96296296296296,NA,NA,NA,NA,NA
"489","glm",0.7,3.45679012345679,NA,NA,NA,NA,NA
"490","glm",0.75,4.19753086419753,NA,NA,NA,NA,NA
"491","glm",0.8,4.69135802469136,NA,NA,NA,NA,NA
"492","glm",0.85,5.92592592592593,NA,NA,NA,NA,NA
"493","glm",0.9,6.17283950617284,NA,NA,NA,NA,NA
"494","glm",0.95,6.91358024691358,NA,NA,NA,NA,NA
"495","glm",0.05,0,NA,NA,NA,NA,NA
"496","glm",0.1,0,NA,NA,NA,NA,NA
"497","glm",0.15,0,NA,NA,NA,NA,NA
"498","glm",0.2,0,NA,NA,NA,NA,NA
"499","glm",0.25,0.490196078431373,NA,NA,NA,NA,NA
"500","glm",0.3,0.735294117647059,NA,NA,NA,NA,NA
"501","glm",0.35,0.735294117647059,NA,NA,NA,NA,NA
"502","glm",0.4,0.980392156862745,NA,NA,NA,NA,NA
"503","glm",0.45,1.22549019607843,NA,NA,NA,NA,NA
"504","glm",0.5,1.22549019607843,NA,NA,NA,NA,NA
"505","glm",0.55,1.22549019607843,NA,NA,NA,NA,NA
"506","glm",0.6,1.22549019607843,NA,NA,NA,NA,NA
"507","glm",0.65,1.7156862745098,NA,NA,NA,NA,NA
"508","glm",0.7,1.7156862745098,NA,NA,NA,NA,NA
"509","glm",0.75,1.96078431372549,NA,NA,NA,NA,NA
"510","glm",0.8,2.20588235294118,NA,NA,NA,NA,NA
"511","glm",0.85,2.45098039215686,NA,NA,NA,NA,NA
"512","glm",0.9,3.43137254901961,NA,NA,NA,NA,NA
"513","glm",0.95,3.92156862745098,NA,NA,NA,NA,NA
"514","glm",0.05,0,NA,NA,NA,NA,NA
"515","glm",0.1,0,NA,NA,NA,NA,NA
"516","glm",0.15,0,NA,NA,NA,NA,NA
"517","glm",0.2,0.247524752475248,NA,NA,NA,NA,NA
"518","glm",0.25,0.742574257425743,NA,NA,NA,NA,NA
"519","glm",0.3,0.742574257425743,NA,NA,NA,NA,NA
"520","glm",0.35,0.99009900990099,NA,NA,NA,NA,NA
"521","glm",0.4,0.99009900990099,NA,NA,NA,NA,NA
"522","glm",0.45,1.23762376237624,NA,NA,NA,NA,NA
"523","glm",0.5,1.23762376237624,NA,NA,NA,NA,NA
"524","glm",0.55,1.48514851485149,NA,NA,NA,NA,NA
"525","glm",0.6,1.48514851485149,NA,NA,NA,NA,NA
"526","glm",0.65,2.22772277227723,NA,NA,NA,NA,NA
"527","glm",0.7,2.47524752475248,NA,NA,NA,NA,NA
"528","glm",0.75,2.72277227722772,NA,NA,NA,NA,NA
"529","glm",0.8,3.21782178217822,NA,NA,NA,NA,NA
"530","glm",0.85,4.20792079207921,NA,NA,NA,NA,NA
"531","glm",0.9,5.1980198019802,NA,NA,NA,NA,NA
"532","glm",0.95,6.43564356435644,NA,NA,NA,NA,NA
"533","glm",0.05,0.245700245700246,NA,NA,NA,NA,NA
"534","glm",0.1,0.491400491400491,NA,NA,NA,NA,NA
"535","glm",0.15,0.737100737100737,NA,NA,NA,NA,NA
"536","glm",0.2,0.982800982800983,NA,NA,NA,NA,NA
"537","glm",0.25,0.982800982800983,NA,NA,NA,NA,NA
"538","glm",0.3,0.982800982800983,NA,NA,NA,NA,NA
"539","glm",0.35,0.982800982800983,NA,NA,NA,NA,NA
"540","glm",0.4,2.21130221130221,NA,NA,NA,NA,NA
"541","glm",0.45,2.21130221130221,NA,NA,NA,NA,NA
"542","glm",0.5,2.7027027027027,NA,NA,NA,NA,NA
"543","glm",0.55,3.43980343980344,NA,NA,NA,NA,NA
"544","glm",0.6,4.17690417690418,NA,NA,NA,NA,NA
"545","glm",0.65,5.15970515970516,NA,NA,NA,NA,NA
"546","glm",0.7,5.65110565110565,NA,NA,NA,NA,NA
"547","glm",0.75,6.38820638820639,NA,NA,NA,NA,NA
"548","glm",0.8,6.63390663390663,NA,NA,NA,NA,NA
"549","glm",0.85,7.61670761670762,NA,NA,NA,NA,NA
"550","glm",0.9,8.5995085995086,NA,NA,NA,NA,NA
"551","glm",0.95,9.58230958230958,NA,NA,NA,NA,NA
"552","glm",0.05,0,NA,NA,NA,NA,NA
"553","glm",0.1,0,NA,NA,NA,NA,NA
"554","glm",0.15,0,NA,NA,NA,NA,NA
"555","glm",0.2,0,NA,NA,NA,NA,NA
"556","glm",0.25,0,NA,NA,NA,NA,NA
"557","glm",0.3,0,NA,NA,NA,NA,NA
"558","glm",0.35,0,NA,NA,NA,NA,NA
"559","glm",0.4,0,NA,NA,NA,NA,NA
"560","glm",0.45,0,NA,NA,NA,NA,NA
"561","glm",0.5,0,NA,NA,NA,NA,NA
"562","glm",0.55,0.246305418719212,NA,NA,NA,NA,NA
"563","glm",0.6,0.738916256157635,NA,NA,NA,NA,NA
"564","glm",0.65,1.23152709359606,NA,NA,NA,NA,NA
"565","glm",0.7,1.47783251231527,NA,NA,NA,NA,NA
"566","glm",0.75,1.97044334975369,NA,NA,NA,NA,NA
"567","glm",0.8,2.70935960591133,NA,NA,NA,NA,NA
"568","glm",0.85,3.20197044334975,NA,NA,NA,NA,NA
"569","glm",0.9,4.1871921182266,NA,NA,NA,NA,NA
"570","glm",0.95,4.92610837438424,NA,NA,NA,NA,NA
